,Datetime,Tweet_id,Content
0,2021-05-24 13:00:42+00:00,1396813409337888768,"As of May 13, the CDC recommends that fully vaccinated individuals can resume normal activities without wearing a mask or physically distancing,  except in limited circumstances. To find a vaccine clinic near you, visit our website or call 1-800-985-6030. "
1,2021-03-31 20:00:37+00:00,1377350139715674118,Wearing a mask protects you and others from COVID-19. Wear a mask in situations when you cannot socially distance. Learn more about ADH’s recommendations for wearing masks here:  
2,2021-03-18 16:00:23+00:00,1372578640198787073,"If you have been fully vaccinated – which means two weeks after your second Moderna or Pfizer dose, or two weeks after the single-dose Johnson ; Johnson vaccine – you can safely gather indoors with other fully vaccinated people without wearing a mask. Learn more in this graphic: "
3,2021-03-15 15:00:13+00:00,1371476332740288519,"This St. Patrick’s Day, be sure to wear a mask when you are around others outside of your household, even if it’s not green. "
4,2021-03-12 16:30:22+00:00,1370411856519688199,"If you have been fully vaccinated – which means two weeks after your second Moderna or Pfizer dose, or two weeks after the single-dose Johnson ; Johnson vaccine – you can gather indoors with other fully vaccinated people without wearing a mask. Learn more in this graphic: "
5,2021-03-06 18:00:31+00:00,1368260215947354113,"As we begin to experience warmer weather, don’t forget your mask when heading outside. It’s one of the best ways to protect yourself and others from COVID-19. "
6,2021-02-25 19:30:40+00:00,1365021412797349890,"Going out? Keep these items on hand when in public spaces: a mask, disinfecting wipes, and a hand sanitizer with at least 60% alcohol, if possible. Learn more about everyday ways to slow the spread of :  "
7,2021-02-13 18:00:13+00:00,1360649997549793281,"You should still wear a mask, avoid close contact with others and follow other COVID-19 guidelines even if you have received both doses of the vaccine. For other answers to frequently asked questions about the COVID-19 vaccines, go to:  "
8,2021-02-10 20:30:28+00:00,1359600643783217159,"Superheroes are doing their parts to slow the spread of COVID-19. Mask up to help protect yourself and those around you. 
"
9,2021-03-18 16:25:05+00:00,1372584856950018055,Practice . Wear a mask. Do your part to stop the spread of COVID during . Check out more AHRQ patient safety tips and resources:    
10,2021-03-18 15:25:07+00:00,1372569762115510273,Practice social distancing. Wear a mask. Do your part to stop the spread of COVID during . Discover more patient safety tips and resources from :    
11,2021-03-18 07:25:04+00:00,1372448957394194432,Practice social distancing. Wear a mask. Protect yourself and loved ones from  this . Check out more patient safety tips and resources from AHRQ    
12,2021-03-18 06:25:05+00:00,1372433858742923266,Wear a mask. Practice social distancing. Prevent the spread of  during . Discover more patient safety tips and resources from AHRQ    
13,2021-03-18 01:25:05+00:00,1372358362684350465,Practice . Wear a mask. Do your part to stop the spread of COVID during . Check out more AHRQ patient safety tips and resources:    
14,2021-03-18 00:25:07+00:00,1372343272815869953,Practice social distancing. Wear a mask. Do your part to stop the spread of COVID during . Discover more patient safety tips and resources from :    
15,2021-03-17 16:25:06+00:00,1372222471001231363,Practice social distancing. Wear a mask. Protect yourself and loved ones from  this . Check out more patient safety tips and resources from AHRQ    
16,2021-03-17 15:25:08+00:00,1372207380985958406,Wear a mask. Practice social distancing. Prevent the spread of  during . Discover more patient safety tips and resources from AHRQ    
17,2021-03-17 10:25:05+00:00,1372131869584715777,Practice . Wear a mask. Do your part to stop the spread of COVID during . Check out more AHRQ patient safety tips and resources:    
18,2021-03-17 09:25:05+00:00,1372116769993863186,Practice social distancing. Wear a mask. Do your part to stop the spread of COVID during . Discover more patient safety tips and resources from :    
19,2021-03-17 01:25:05+00:00,1371995976270032901,Practice social distancing. Wear a mask. Protect yourself and loved ones from  this . Check out more patient safety tips and resources from AHRQ    
20,2021-03-17 00:25:05+00:00,1371980876494553090,Wear a mask. Practice social distancing. Prevent the spread of  during . Discover more patient safety tips and resources from AHRQ    
21,2021-05-06 17:30:06+00:00,1390358224025657345,"Take the time to talk with your children about the importance of healthy behaviors, like wearing a mask + staying 6 feet from others.

Share how practicing these habits consistently will help protect everyone from . Learn more:  "
