,Datetime,Tweet_id,Content
0,2020-07-17 17:00:55+00:00,1284171231802122241,"Protect yourself from  while getting gas. Use disinfecting wipes on handles ; buttons of gas pump before you touch them. After you get gas and pay, wash your hands or use hand sanitizer with % alcohol. For more tips, visit:   "
1,2020-07-07 15:00:06+00:00,1280516948586094593,"Is your child worried about ? Learn the facts so you can answer your children’s questions. Make sure to explain the simple things they can do, like washing their hands often. Learn more here:   "
2,2020-06-22 00:07:36+00:00,1274856527527059459,"Protect yourself and those around you by wearing a face covering, keeping your distance from others and washing your hands frequently. Together, we will stop the spread of COVID-19:  (3/4)"
3,2020-04-16 21:09:05+00:00,1250894003039600648,"Wash your hands frequently with soap and water for 20 seconds throughout the day. It’s simple, but it’s serious. Washing your hands can stop the spread of this disease. If you can’t wash your hands with soap and water, use a 60% or higher alcohol-based gel "
4,2020-04-10 14:43:33+00:00,1248622654166167554,"Wash your hands frequently with soap and water for 20 seconds throughout the day. It’s simple, but it’s serious. Washing your hands can stop the spread of this disease. If you can’t wash your hands with soap and water, use a 60% or higher alcohol-based gel. 

 "
5,2020-03-27 16:05:50+00:00,1243569932216008706,"Wash your hands frequently with soap and water for 20 seconds throughout the day. It’s simple, but it’s serious. Washing your hands can help stop the spread of COVID-19. If you can’t wash your hands with soap and water, use a 60% or higher alcohol-based gel. "
6,2020-07-18 17:00:01+00:00,1284533394324574209,"If you’re traveling this weekend, take these steps to protect yourself + others from  during your trip.
Keep 6 feet of physical distance from others. ✔️
Wear a cloth face covering. ✔️
Clean your hands often. ✔️
More from  ➡️   "
7,2020-06-09 19:00:12+00:00,1270430511874400256,"Protect yourself from  while getting gas. Use disinfecting wipes on handles + buttons of gas pumps before you touch them. After you get gas and pay, wash your hands or use hand sanitizer with 60% or more alcohol. More  tips ➡️   "
8,2020-05-23 17:00:01+00:00,1264239675444736005,"Weekend Reminder: Practice physical distancing by putting space b/w yourself + others. Continue to practice healthy habits, like washing your hands for at least 20 seconds + staying home if you’re sick, to help slow the spread of . More at :  "
9,2020-04-16 18:00:01+00:00,1250846421596725252,"To slow the spread of ,  recommends wearing a cloth face covering in public spaces, keeping at least 6 feet of physical distance, + frequently washing your hands. Get the latest recommendations on cloth face coverings ➡️  "
10,2020-04-02 18:00:01+00:00,1245772994271686659,Washing your hands properly is one of the most effective ways to keep from spreading germs. Here’s what you need to know about  from :   
11,2020-03-31 14:00:02+00:00,1244987825445113857,"Help prevent the spread of . Avoid close contact w/ people who are sick, wash hands often for at least 20 seconds, avoid touching your face + practice social distancing by putting space between yourself and others.  More on prevention from :  "
12,2020-03-20 17:00:01+00:00,1241046849257189376,"Older adults appear to be twice as likely to have serious  illness. Take everyday precautions to reduce your risk of exposure:
•Avoid close contact w/ sick people
•Wash your hands often
•Avoid touching your face, nose ; eyes
More from : "
13,2020-03-17 19:28:40+00:00,1239997095580401665,Washing your hands properly is one of the most effective ways to keep from spreading germs. 🤲Here’s what you need to know about  from  ➡️  
14,2020-03-10 18:38:28+00:00,1237447746627362817,"Here are some tips to protect yourself + others from  while traveling:
1. Avoid contact w/ sick people 
2. Wash your hands often 
3. Avoid touching your eyes, nose, or mouth w/ unwashed hands
More info from  ➡️    "
15,2020-06-01 22:34:17+00:00,1267585286730665987,"Researchers say masks and distancing seem to work against the coronavirus, but keep washing those hands. "
