,Datetime,Tweet_id,Content
0,2021-01-29 19:30:06+00:00,1355236797899538441,"Washing your hands often with soap and water for at least 20 seconds is one of the best ways to avoid spreading COVID-19 to yourself and others. If soap and water aren’t available, use an alcohol-based hand sanitizer with at least 60% alcohol. "
1,2021-03-18 20:15:11+00:00,1372642760726097921,We all play a role in preventing infections. Wash your hands and keep loved ones safe this . Check out more  patient safety resources.    
2,2021-03-18 14:15:09+00:00,1372552156226727938,Infection prevention has never been more important. Keep patients and loved ones safe by washing your hands. Check out more  patient safety tips and resources during     
3,2021-03-18 12:15:08+00:00,1372521951361703937,Keep patients safe. Wash your hands. Discover the role you can play in patient safety with  resources for     
4,2021-03-18 10:15:10+00:00,1372491762640551941,Wash your hands and help stop infections. Discover more  patient safety tips and resources for     
5,2021-03-18 04:48:01+00:00,1372409430709571585,Keep patients safe. Wash your hands. Discover the role you can play in patient safety with  resources for     
6,2021-03-18 04:15:06+00:00,1372401147152101376,We all play a role in preventing infections. Wash your hands and keep loved ones safe this . Check out more  patient safety resources.    
7,2021-03-17 22:15:15+00:00,1372310590178361347,Infection prevention has never been more important. Keep patients and loved ones safe by washing your hands. Check out more  patient safety tips and resources during     
8,2021-03-17 21:48:01+00:00,1372303737931378697,Keep patients safe. Wash your hands. Discover the role you can play in patient safety with  resources for     
9,2021-03-17 20:15:16+00:00,1372280394385604611,Keep patients safe. Wash your hands. Discover the role you can play in patient safety with  resources for     
10,2021-03-17 18:15:28+00:00,1372250247473336323,Wash your hands and help stop infections. Discover more  patient safety tips and resources for     
11,2021-03-17 12:15:09+00:00,1372159571180068865,We all play a role in preventing infections. Wash your hands and keep loved ones safe this . Check out more  patient safety resources.    
12,2021-03-17 06:15:08+00:00,1372068967498534913,Infection prevention has never been more important. Keep patients and loved ones safe by washing your hands. Check out more  patient safety tips and resources during     
13,2021-03-17 04:15:06+00:00,1372038761517826050,Keep patients safe. Wash your hands. Discover the role you can play in patient safety with  resources for     
14,2021-03-17 02:15:09+00:00,1372008575778836488,Wash your hands and help stop infections. Discover more  patient safety tips and resources for     
15,2021-03-01 18:30:07+00:00,1366455726466555910,"Protect yourself and others you love:

😷Wear a mask.
↔️Stay at least 6 ft apart.
🚫Avoid crowds + poorly ventilated spaces.
✋Wash hands often.
💉Get a vaccine when it's available to you.

Learn more ways to stay safe at     "
16,2021-05-08 14:00:00+00:00,1391030125647515648, we touch our faces 15-20 times an hour? Help prevent the spread of  by not touching your face with unwashed hands 🧼 👏 
17,2021-05-04 16:20:16+00:00,1389615873183391751,"Wear a mask, you must. Wash your hands, you should. Get through this we will. This is the way. "
18,2021-05-01 16:30:00+00:00,1388531157709463555, you should wash your hands after pumping gas? Or grocery shopping? Washing with soap + water can help prevent spreading  🧼 👏 
19,2021-04-20 16:00:00+00:00,1384537342451482633,"It is still important to continue safe practices while people in our community are being vaccinated for . Remember to wear your mask, wash your hands + watch your distance 😷 "
20,2021-04-07 14:00:00+00:00,1379796100723380225,"Today is World Health Day! Take small steps to improve your health. Take a walk, wear a mask, wash your hands, call a friend, eat some veggies, get enough sleep, manage stress + move more in what ever way makes you happy. Learn more:   "
21,2021-03-14 15:42:00+00:00,1371124460158287873,"Making plans for Spring Break? 🌸 Stay safe by wearing a mask, watching your distance + wash your hands!

👉 CDC tips on going out:  "
22,2021-03-01 15:54:08+00:00,1366416474504646656, you should wash your hands after pumping gas? Or grocery shopping? Washing with soap + water can help prevent spreading  🧼 👏 
23,2021-02-18 20:30:00+00:00,1362499629313572868, we touch our faces 15-20 times an hour? Help prevent the spread of  by not touching your face with unwashed hands 🧼 👏 
24,2021-02-04 00:39:40+00:00,1357126642607550465,"These variants spread the same way, so we must continue safe practices.

😷 Wearing a Mask
↔️ Social Distance
🏠 Avoiding Gatherings
🧼 Wash hands frequently"
25,2021-04-11 15:12:02+00:00,1381263778768154627,"Today’s  dashboard update adds 540 cases and no deaths.  In addition to getting vaccinated, you should continue to take precautions, including wearing masks, physically distancing, washing hands frequently, and staying home when sick.  "
26,2021-04-07 15:12:01+00:00,1379814225799958534,"Today’s  dashboard update adds 750 cases and 27 deaths. Remain vigilant by following recommended safety measures to prevent the spread: Wear a mask, physically distance, wash your hands frequently, stay home when you are sick, and get vaccinated.  "
27,2021-04-03 01:00:01+00:00,1378150260837584896,"Dyeing eggs? Wash your hands thoroughly before handling eggs at every step of the process - cooking, cooling, and dyeing. Egg shells are porous and let bacteria penetrate, especially after cooking. Visit  for more egg safety tips. "
28,2021-03-13 15:00:56+00:00,1370751740048404481,"Today’s  dashboard update adds 262 cases and 27 deaths. Please continue taking steps that reduce the spread: , maintain 6 feet of distance from anyone who isn’t part of your household, stay home when sick, wash/sanitize hands often. More:  "
29,2021-03-12 15:12:01+00:00,1370392138102497283,"Today’s  dashboard update adds 1,367 cases and 55 deaths. Wear a mask, physically distance, wash your hands frequently, and stay home when you are sick.   "
30,2021-03-11 15:12:01+00:00,1370029753038557202,"Today’s  dashboard update adds 1,835 cases and 60 deaths. Keep following recommended safety measures to prevent the spread: Wear a mask, physically distance, wash your hands frequently, and stay home when you are sick.   "
