,Datetime,Tweet_id,Content
0,2021-01-12 20:35:03+00:00,1349092547981946880,"In 2020,  sparked innovation with challenge competitions to improve , patient self-assessments, predictive analytics, care transitions ; postpartum mental health. Learn more in new blog.  "
1,2021-01-12 16:45:07+00:00,1349034687411482625," sparked innovation in 2020 with competitions addressing social determinants of health, patient self-assessments, predictive analytics,  ; postpartum mental health in rural areas. Read new blog for details.  "
2,2020-10-12 14:05:15+00:00,1315654770602934273,Early screening is important in breast cancer detection. Mammograms and self-breast exams are vital for early detection.  
3,2020-11-05 13:24:29+00:00,1324341821368053761,"If you went to a gathering this weekend, self-quarantine + get tested this week + do not visit those at high risk

APH can't prevent a spike in cases before the winter holidays without the help of our community. An increase in case numbers will lead to hospitalizations and deaths"
4,2020-10-26 17:53:51+00:00,1320785730474397696,"Don’t wait for your  test results before isolating! ☝️ If you have symptoms or think you were in contact w/ someone who tested positive, self-isolate right away to help prevent the disease from spreading to people in your home + community.

📌 "
5,2020-10-18 21:22:26+00:00,1317939118895226883,"If your sick household member is not able to safely isolate from others in your home, call 512-810-7554 to utilize an Isolation Facility for a free place to self-isolate. 📲🏩
(2/2)"
6,2020-10-14 15:54:06+00:00,1316406940575174659,Stay home + self-isolate while you wait for your  test results to protect your family + community. Don’t wait to isolate! 
7,2021-01-19 22:09:35+00:00,1351653056140640256,   You will get a new email invite to register your family members. Some have worked around the problem by choosing “self” rather than “dependent/family member” and then entering the family member’s info.
8,2021-01-19 00:39:57+00:00,1351328508836888576," Some people have reported being able to register with the first link, which works for people to register themselves, by selecting “self” and then changing to the family member’s info. Rest assured all 2nd dose appts will still be there."
9,2021-01-17 11:42:53+00:00,1350770566345621504," For 2nd dose, we’re working on an issue involving registration of dependents and will notify those affected when it’s resolved. Some have said they’ve been able to work around it by selecting “self” rather than “dependent” and then entering the dependent’s info."
10,2021-01-17 11:41:50+00:00,1350770300250513409," For 2nd dose, we’re working on an issue involving registration of dependents and will notify those affected when it’s resolved. Some have said they’ve been able to work around it by selecting “self” rather than “dependent” and then entering the dependent’s info."
11,2021-01-17 02:37:23+00:00,1350633285638995968, There is an issue with registering dependents. Some people say they have been able to register by selecting “self” rather than “dependent” and then entering the dependent’s info. We are working on this problem. All slots for 2nd doses remain reserved.
12,2020-09-16 20:09:43+00:00,1306324407007076352,"In an interview with ,  talks about how engaging in self-care practices are beneficial for parents' relationships with their children. Watch the whole discussion here:  "
